authority,marketIndex,stakePubkey,ifShares,ifBase,effectiveShares,tokenAmount,tokenAmountUi,preRedistributionTokenAmount,preRedistributionTokenAmountUi,surplusShare,costBasis,lastWithdrawRequestShares,lastWithdrawRequestValue,lastWithdrawRequestTs
4JM5vsoGPkMMZCZusMC6rTNZpm4pFweBPQf36vT8yZ8x,29,protocol_owned,3519825,0,3519825,14948346,0.014948346,14948345,0.014948345,1,0,0,0,0
3hpZq5rtYr144VbtMRuNhH1HGRepQee6zCvD6zecdNeG,29,BfCBjSjL1zGddket4q3RXuiCYoAj1ztAkFfBPJeFDQtE,1,0,1,4,0.000000004,4,0.000000004,0,-47735,0,0,1762815871
BMYyoK4uehfvpzWwiU9YoRAp59HV71sAT5csEJ4SBYGJ,29,CjMKWAqie883NmF3WSprKhDJU4G1WhnpGcp9dib6SUBu,1,0,1,4,0.000000004,4,0.000000004,0,-4408938,0,0,1755457980
GMUb3TxU5f5ccyd3Tq8fwHqHbbqUDUQSLsYE3EG6YTn6,29,6kjde4RHTPoHpn67QqnCjySEMSdzFkSGdQWWYc64bDRq,1,0,1,4,0.000000004,4,0.000000004,0,-10353155,0,0,1755036455
